DATE,STATE,frequency,Name,latitude,longitude
2008-07,Alabama,138,Alabama,32.8551,-86.7184
2008-08,Alabama,75,Alabama,32.8551,-86.7184
2008-09,Alabama,100,Alabama,32.8551,-86.7184
2008-10,Alabama,160,Alabama,32.8551,-86.7184
2008-11,Alabama,246,Alabama,32.8551,-86.7184
2008-12,Alabama,76,Alabama,32.8551,-86.7184
2009-01,Alabama,122,Alabama,32.8551,-86.7184
2009-02,Alabama,412,Alabama,32.8551,-86.7184
2009-03,Alabama,433,Alabama,32.8551,-86.7184
2009-04,Alabama,144,Alabama,32.8551,-86.7184
2009-05,Alabama,19,Alabama,32.8551,-86.7184
2009-06,Alabama,95,Alabama,32.8551,-86.7184
2009-07,Alabama,118,Alabama,32.8551,-86.7184
2009-08,Alabama,20,Alabama,32.8551,-86.7184
2009-09,Alabama,5,Alabama,32.8551,-86.7184
2009-10,Alabama,2,Alabama,32.8551,-86.7184
2009-11,Alabama,2,Alabama,32.8551,-86.7184
2010-01,Alabama,111,Alabama,32.8551,-86.7184
2010-02,Alabama,189,Alabama,32.8551,-86.7184
2010-03,Alabama,340,Alabama,32.8551,-86.7184
2010-04,Alabama,403,Alabama,32.8551,-86.7184
2010-05,Alabama,42,Alabama,32.8551,-86.7184
2010-06,Alabama,39,Alabama,32.8551,-86.7184
2010-07,Alabama,86,Alabama,32.8551,-86.7184
2010-08,Alabama,116,Alabama,32.8551,-86.7184
2010-09,Alabama,547,Alabama,32.8551,-86.7184
2010-10,Alabama,756,Alabama,32.8551,-86.7184
2010-11,Alabama,124,Alabama,32.8551,-86.7184
2010-12,Alabama,160,Alabama,32.8551,-86.7184
2011-01,Alabama,137,Alabama,32.8551,-86.7184
2011-02,Alabama,444,Alabama,32.8551,-86.7184
2011-03,Alabama,300,Alabama,32.8551,-86.7184
2011-04,Alabama,119,Alabama,32.8551,-86.7184
2011-05,Alabama,182,Alabama,32.8551,-86.7184
2011-06,Alabama,276,Alabama,32.8551,-86.7184
2011-07,Alabama,81,Alabama,32.8551,-86.7184
2011-08,Alabama,147,Alabama,32.8551,-86.7184
2011-09,Alabama,73,Alabama,32.8551,-86.7184
2011-10,Alabama,125,Alabama,32.8551,-86.7184
2011-11,Alabama,120,Alabama,32.8551,-86.7184
2011-12,Alabama,38,Alabama,32.8551,-86.7184
2012-01,Alabama,169,Alabama,32.8551,-86.7184
2012-02,Alabama,131,Alabama,32.8551,-86.7184
2012-03,Alabama,335,Alabama,32.8551,-86.7184
2012-04,Alabama,157,Alabama,32.8551,-86.7184
2012-05,Alabama,109,Alabama,32.8551,-86.7184
2012-06,Alabama,165,Alabama,32.8551,-86.7184
2012-07,Alabama,180,Alabama,32.8551,-86.7184
2012-08,Alabama,36,Alabama,32.8551,-86.7184
2012-09,Alabama,41,Alabama,32.8551,-86.7184
2012-10,Alabama,100,Alabama,32.8551,-86.7184
2012-11,Alabama,213,Alabama,32.8551,-86.7184
2012-12,Alabama,111,Alabama,32.8551,-86.7184
2013-01,Alabama,91,Alabama,32.8551,-86.7184
2013-02,Alabama,131,Alabama,32.8551,-86.7184
2013-03,Alabama,667,Alabama,32.8551,-86.7184
2013-04,Alabama,151,Alabama,32.8551,-86.7184
2013-05,Alabama,97,Alabama,32.8551,-86.7184
2013-06,Alabama,31,Alabama,32.8551,-86.7184
2013-07,Alabama,13,Alabama,32.8551,-86.7184
2013-08,Alabama,16,Alabama,32.8551,-86.7184
2013-09,Alabama,74,Alabama,32.8551,-86.7184
2013-10,Alabama,78,Alabama,32.8551,-86.7184
2013-11,Alabama,247,Alabama,32.8551,-86.7184
2013-12,Alabama,74,Alabama,32.8551,-86.7184
2014-01,Alabama,400,Alabama,32.8551,-86.7184
2014-02,Alabama,175,Alabama,32.8551,-86.7184
2014-03,Alabama,478,Alabama,32.8551,-86.7184
2014-04,Alabama,173,Alabama,32.8551,-86.7184
2014-05,Alabama,76,Alabama,32.8551,-86.7184
2014-06,Alabama,21,Alabama,32.8551,-86.7184
2014-07,Alabama,65,Alabama,32.8551,-86.7184
2014-08,Alabama,141,Alabama,32.8551,-86.7184
2014-09,Alabama,125,Alabama,32.8551,-86.7184
2014-10,Alabama,204,Alabama,32.8551,-86.7184
2014-11,Alabama,321,Alabama,32.8551,-86.7184
2014-12,Alabama,239,Alabama,32.8551,-86.7184
2015-01,Alabama,297,Alabama,32.8551,-86.7184
2015-02,Alabama,558,Alabama,32.8551,-86.7184
2015-03,Alabama,199,Alabama,32.8551,-86.7184
2015-04,Alabama,77,Alabama,32.8551,-86.7184
2015-05,Alabama,115,Alabama,32.8551,-86.7184
2015-06,Alabama,92,Alabama,32.8551,-86.7184
2015-07,Alabama,65,Alabama,32.8551,-86.7184
2015-08,Alabama,115,Alabama,32.8551,-86.7184
2015-09,Alabama,136,Alabama,32.8551,-86.7184
2015-10,Alabama,279,Alabama,32.8551,-86.7184
2015-11,Alabama,84,Alabama,32.8551,-86.7184
2015-12,Alabama,57,Alabama,32.8551,-86.7184
1992-01,Arizona,17,Arizona,34.3046,-111.935
1992-02,Arizona,20,Arizona,34.3046,-111.935
1992-03,Arizona,14,Arizona,34.3046,-111.935
1992-04,Arizona,252,Arizona,34.3046,-111.935
1992-05,Arizona,606,Arizona,34.3046,-111.935
1992-06,Arizona,819,Arizona,34.3046,-111.935
1992-07,Arizona,773,Arizona,34.3046,-111.935
1992-08,Arizona,540,Arizona,34.3046,-111.935
1992-09,Arizona,177,Arizona,34.3046,-111.935
1992-10,Arizona,161,Arizona,34.3046,-111.935
1992-11,Arizona,93,Arizona,34.3046,-111.935
1992-12,Arizona,22,Arizona,34.3046,-111.935
1993-01,Arizona,6,Arizona,34.3046,-111.935
1993-02,Arizona,16,Arizona,34.3046,-111.935
1993-03,Arizona,50,Arizona,34.3046,-111.935
1993-04,Arizona,270,Arizona,34.3046,-111.935
1993-05,Arizona,1087,Arizona,34.3046,-111.935
1993-06,Arizona,1109,Arizona,34.3046,-111.935
1993-07,Arizona,784,Arizona,34.3046,-111.935
1993-08,Arizona,924,Arizona,34.3046,-111.935
1993-09,Arizona,206,Arizona,34.3046,-111.935
1993-10,Arizona,105,Arizona,34.3046,-111.935
1993-11,Arizona,58,Arizona,34.3046,-111.935
1993-12,Arizona,24,Arizona,34.3046,-111.935
1994-01,Arizona,67,Arizona,34.3046,-111.935
1994-02,Arizona,35,Arizona,34.3046,-111.935
1994-03,Arizona,89,Arizona,34.3046,-111.935
1994-04,Arizona,280,Arizona,34.3046,-111.935
1994-05,Arizona,638,Arizona,34.3046,-111.935
1994-06,Arizona,907,Arizona,34.3046,-111.935
1994-07,Arizona,1232,Arizona,34.3046,-111.935
1994-08,Arizona,860,Arizona,34.3046,-111.935
1994-09,Arizona,232,Arizona,34.3046,-111.935
1994-10,Arizona,124,Arizona,34.3046,-111.935
1994-11,Arizona,40,Arizona,34.3046,-111.935
1994-12,Arizona,15,Arizona,34.3046,-111.935
1995-01,Arizona,17,Arizona,34.3046,-111.935
1995-02,Arizona,23,Arizona,34.3046,-111.935
1995-03,Arizona,37,Arizona,34.3046,-111.935
1995-04,Arizona,260,Arizona,34.3046,-111.935
1995-05,Arizona,614,Arizona,34.3046,-111.935
1995-06,Arizona,1107,Arizona,34.3046,-111.935
1995-07,Arizona,977,Arizona,34.3046,-111.935
1995-08,Arizona,740,Arizona,34.3046,-111.935
1995-09,Arizona,362,Arizona,34.3046,-111.935
1995-10,Arizona,218,Arizona,34.3046,-111.935
1995-11,Arizona,73,Arizona,34.3046,-111.935
1995-12,Arizona,74,Arizona,34.3046,-111.935
1996-01,Arizona,101,Arizona,34.3046,-111.935
1996-02,Arizona,60,Arizona,34.3046,-111.935
1996-03,Arizona,142,Arizona,34.3046,-111.935
1996-04,Arizona,355,Arizona,34.3046,-111.935
1996-05,Arizona,383,Arizona,34.3046,-111.935
1996-06,Arizona,606,Arizona,34.3046,-111.935
1996-07,Arizona,1075,Arizona,34.3046,-111.935
1996-08,Arizona,619,Arizona,34.3046,-111.935
1996-09,Arizona,217,Arizona,34.3046,-111.935
1996-10,Arizona,113,Arizona,34.3046,-111.935
1996-11,Arizona,51,Arizona,34.3046,-111.935
1996-12,Arizona,39,Arizona,34.3046,-111.935
1997-01,Arizona,15,Arizona,34.3046,-111.935
1997-02,Arizona,18,Arizona,34.3046,-111.935
1997-03,Arizona,47,Arizona,34.3046,-111.935
1997-04,Arizona,77,Arizona,34.3046,-111.935
1997-05,Arizona,488,Arizona,34.3046,-111.935
1997-06,Arizona,387,Arizona,34.3046,-111.935
1997-07,Arizona,647,Arizona,34.3046,-111.935
1997-08,Arizona,351,Arizona,34.3046,-111.935
1997-09,Arizona,130,Arizona,34.3046,-111.935
1997-10,Arizona,58,Arizona,34.3046,-111.935
1997-11,Arizona,29,Arizona,34.3046,-111.935
1997-12,Arizona,3,Arizona,34.3046,-111.935
1998-01,Arizona,11,Arizona,34.3046,-111.935
1998-02,Arizona,7,Arizona,34.3046,-111.935
1998-03,Arizona,12,Arizona,34.3046,-111.935
1998-04,Arizona,93,Arizona,34.3046,-111.935
1998-05,Arizona,611,Arizona,34.3046,-111.935
1998-06,Arizona,688,Arizona,34.3046,-111.935
1998-07,Arizona,684,Arizona,34.3046,-111.935
1998-08,Arizona,362,Arizona,34.3046,-111.935
1998-09,Arizona,91,Arizona,34.3046,-111.935
1998-10,Arizona,86,Arizona,34.3046,-111.935
1998-11,Arizona,21,Arizona,34.3046,-111.935
1998-12,Arizona,13,Arizona,34.3046,-111.935
1999-01,Arizona,109,Arizona,34.3046,-111.935
1999-02,Arizona,108,Arizona,34.3046,-111.935
1999-03,Arizona,192,Arizona,34.3046,-111.935
1999-04,Arizona,122,Arizona,34.3046,-111.935
1999-05,Arizona,436,Arizona,34.3046,-111.935
1999-06,Arizona,658,Arizona,34.3046,-111.935
1999-07,Arizona,428,Arizona,34.3046,-111.935
1999-08,Arizona,234,Arizona,34.3046,-111.935
1999-09,Arizona,154,Arizona,34.3046,-111.935
1999-10,Arizona,96,Arizona,34.3046,-111.935
1999-11,Arizona,109,Arizona,34.3046,-111.935
1999-12,Arizona,90,Arizona,34.3046,-111.935
2000-01,Arizona,90,Arizona,34.3046,-111.935
2000-02,Arizona,115,Arizona,34.3046,-111.935
2000-03,Arizona,102,Arizona,34.3046,-111.935
2000-04,Arizona,219,Arizona,34.3046,-111.935
2000-05,Arizona,367,Arizona,34.3046,-111.935
2000-06,Arizona,676,Arizona,34.3046,-111.935
2000-07,Arizona,667,Arizona,34.3046,-111.935
2000-08,Arizona,1235,Arizona,34.3046,-111.935
2000-09,Arizona,222,Arizona,34.3046,-111.935
2000-10,Arizona,109,Arizona,34.3046,-111.935
2000-11,Arizona,26,Arizona,34.3046,-111.935
2000-12,Arizona,31,Arizona,34.3046,-111.935
2001-01,Arizona,30,Arizona,34.3046,-111.935
2001-02,Arizona,26,Arizona,34.3046,-111.935
2001-03,Arizona,51,Arizona,34.3046,-111.935
2001-04,Arizona,101,Arizona,34.3046,-111.935
2001-05,Arizona,455,Arizona,34.3046,-111.935
2001-06,Arizona,850,Arizona,34.3046,-111.935
2001-07,Arizona,831,Arizona,34.3046,-111.935
2001-08,Arizona,400,Arizona,34.3046,-111.935
2001-09,Arizona,171,Arizona,34.3046,-111.935
2001-10,Arizona,152,Arizona,34.3046,-111.935
2001-11,Arizona,87,Arizona,34.3046,-111.935
2001-12,Arizona,32,Arizona,34.3046,-111.935
2002-01,Arizona,66,Arizona,34.3046,-111.935
2002-02,Arizona,141,Arizona,34.3046,-111.935
2002-03,Arizona,273,Arizona,34.3046,-111.935
2002-04,Arizona,355,Arizona,34.3046,-111.935
2002-05,Arizona,352,Arizona,34.3046,-111.935
2002-06,Arizona,298,Arizona,34.3046,-111.935
2002-07,Arizona,840,Arizona,34.3046,-111.935
2002-08,Arizona,351,Arizona,34.3046,-111.935
2002-09,Arizona,119,Arizona,34.3046,-111.935
2002-10,Arizona,60,Arizona,34.3046,-111.935
2002-11,Arizona,50,Arizona,34.3046,-111.935
2002-12,Arizona,13,Arizona,34.3046,-111.935
2003-01,Arizona,39,Arizona,34.3046,-111.935
2003-02,Arizona,44,Arizona,34.3046,-111.935
2003-03,Arizona,41,Arizona,34.3046,-111.935
2003-04,Arizona,111,Arizona,34.3046,-111.935
2003-05,Arizona,348,Arizona,34.3046,-111.935
2003-06,Arizona,449,Arizona,34.3046,-111.935
2003-07,Arizona,1036,Arizona,34.3046,-111.935
2003-08,Arizona,520,Arizona,34.3046,-111.935
2003-09,Arizona,155,Arizona,34.3046,-111.935
2003-10,Arizona,101,Arizona,34.3046,-111.935
2003-11,Arizona,37,Arizona,34.3046,-111.935
2003-12,Arizona,35,Arizona,34.3046,-111.935
2004-01,Arizona,30,Arizona,34.3046,-111.935
2004-02,Arizona,36,Arizona,34.3046,-111.935
2004-03,Arizona,57,Arizona,34.3046,-111.935
2004-04,Arizona,102,Arizona,34.3046,-111.935
2004-05,Arizona,362,Arizona,34.3046,-111.935
2004-06,Arizona,655,Arizona,34.3046,-111.935
2004-07,Arizona,818,Arizona,34.3046,-111.935
2004-08,Arizona,510,Arizona,34.3046,-111.935
2004-09,Arizona,166,Arizona,34.3046,-111.935
2004-10,Arizona,77,Arizona,34.3046,-111.935
2004-11,Arizona,10,Arizona,34.3046,-111.935
2004-12,Arizona,20,Arizona,34.3046,-111.935
2005-01,Arizona,13,Arizona,34.3046,-111.935
2005-02,Arizona,15,Arizona,34.3046,-111.935
2005-03,Arizona,46,Arizona,34.3046,-111.935
2005-04,Arizona,237,Arizona,34.3046,-111.935
2005-05,Arizona,684,Arizona,34.3046,-111.935
2005-06,Arizona,812,Arizona,34.3046,-111.935
2005-07,Arizona,1113,Arizona,34.3046,-111.935
2005-08,Arizona,312,Arizona,34.3046,-111.935
2005-09,Arizona,155,Arizona,34.3046,-111.935
2005-10,Arizona,111,Arizona,34.3046,-111.935
2005-11,Arizona,105,Arizona,34.3046,-111.935
2005-12,Arizona,87,Arizona,34.3046,-111.935
2006-01,Arizona,122,Arizona,34.3046,-111.935
2006-02,Arizona,176,Arizona,34.3046,-111.935
2006-03,Arizona,133,Arizona,34.3046,-111.935
2006-04,Arizona,192,Arizona,34.3046,-111.935
2006-05,Arizona,364,Arizona,34.3046,-111.935
2006-06,Arizona,759,Arizona,34.3046,-111.935
2006-07,Arizona,1077,Arizona,34.3046,-111.935
2006-08,Arizona,233,Arizona,34.3046,-111.935
2006-09,Arizona,122,Arizona,34.3046,-111.935
2006-10,Arizona,55,Arizona,34.3046,-111.935
2006-11,Arizona,54,Arizona,34.3046,-111.935
2006-12,Arizona,32,Arizona,34.3046,-111.935
2007-01,Arizona,36,Arizona,34.3046,-111.935
2007-02,Arizona,48,Arizona,34.3046,-111.935
2007-03,Arizona,144,Arizona,34.3046,-111.935
2007-04,Arizona,141,Arizona,34.3046,-111.935
2007-05,Arizona,362,Arizona,34.3046,-111.935
2007-06,Arizona,335,Arizona,34.3046,-111.935
2007-07,Arizona,863,Arizona,34.3046,-111.935
2007-08,Arizona,199,Arizona,34.3046,-111.935
2007-09,Arizona,129,Arizona,34.3046,-111.935
2007-10,Arizona,71,Arizona,34.3046,-111.935
2007-11,Arizona,92,Arizona,34.3046,-111.935
2007-12,Arizona,23,Arizona,34.3046,-111.935
2008-01,Arizona,33,Arizona,34.3046,-111.935
2008-02,Arizona,40,Arizona,34.3046,-111.935
2008-03,Arizona,83,Arizona,34.3046,-111.935
2008-04,Arizona,174,Arizona,34.3046,-111.935
2008-05,Arizona,215,Arizona,34.3046,-111.935
2008-06,Arizona,433,Arizona,34.3046,-111.935
2008-07,Arizona,404,Arizona,34.3046,-111.935
2008-08,Arizona,221,Arizona,34.3046,-111.935
2008-09,Arizona,102,Arizona,34.3046,-111.935
2008-10,Arizona,99,Arizona,34.3046,-111.935
2008-11,Arizona,80,Arizona,34.3046,-111.935
2008-12,Arizona,14,Arizona,34.3046,-111.935
2009-01,Arizona,46,Arizona,34.3046,-111.935
2009-02,Arizona,50,Arizona,34.3046,-111.935
2009-03,Arizona,109,Arizona,34.3046,-111.935
2009-04,Arizona,160,Arizona,34.3046,-111.935
2009-05,Arizona,311,Arizona,34.3046,-111.935
2009-06,Arizona,271,Arizona,34.3046,-111.935
2009-07,Arizona,492,Arizona,34.3046,-111.935
2009-08,Arizona,336,Arizona,34.3046,-111.935
2009-09,Arizona,322,Arizona,34.3046,-111.935
2009-10,Arizona,124,Arizona,34.3046,-111.935
2009-11,Arizona,78,Arizona,34.3046,-111.935
2009-12,Arizona,34,Arizona,34.3046,-111.935
2010-01,Arizona,28,Arizona,34.3046,-111.935
2010-02,Arizona,20,Arizona,34.3046,-111.935
2010-03,Arizona,32,Arizona,34.3046,-111.935
2010-04,Arizona,78,Arizona,34.3046,-111.935
2010-05,Arizona,211,Arizona,34.3046,-111.935
